Profit(0.3%) mean,return mean,Normal Close Rate,times,Profit(0.3%)
0.5354477272727223,0.0006247696556384452,0.6363636363636364,22.0,11.77984999999989
0.056164333333329146,0.00014109864739352186,0.6,30.0,1.6849299999998744
-0.013948936170211059,-0.0018136332230101505,0.5531914893617021,47.0,-0.655599999999918
-0.3857472881355915,-0.0013603356130239546,0.576271186440678,59.0,-22.7590899999999
-0.7838275903614449,-0.001784135380748533,0.5542168674698795,83.0,-65.05768999999992
-0.6810722772277213,-0.0014303080087929496,0.5445544554455446,101.0,-68.78829999999988
-0.6443677272727257,-0.0013072863255207188,0.5272727272727272,110.0,-70.88044999999985
-0.6394371681415918,-0.0012342094928124276,0.5309734513274337,113.0,-72.2563999999999
-0.5929011718749989,-0.0011879224400150746,0.515625,128.0,-75.89134999999985
-0.3143909923664114,-0.0013022692002056426,0.5114503816793893,131.0,-41.18521999999989
-0.386133475177304,-0.001440722120758903,0.5035460992907801,141.0,-54.444819999999886
-0.3525080132450326,-0.0013078640143699422,0.5099337748344371,151.0,-53.22870999999992
-0.29354974358974356,-0.001148946947417697,0.5192307692307693,156.0,-45.79375999999999
-0.28110947058823677,-0.0010227793456575162,0.5058823529411764,170.0,-47.788610000000254
-0.27851644067796755,-0.0008671618070359593,0.5084745762711864,177.0,-49.29741000000024
-0.3828291304347839,-0.001153521674640383,0.4945652173913043,184.0,-70.44056000000022
-0.5046245263157908,-0.0013906673474022413,0.4789473684210526,190.0,-95.87866000000027
-0.49195575129533786,-0.0013854221137559405,0.48186528497409326,193.0,-94.94746000000022
-0.5412677272727285,-0.001491677218783375,0.47474747474747475,198.0,-107.17101000000027
-0.5480574019607856,-0.001569161585663423,0.46568627450980393,204.0,-111.8037100000003
-0.5211522009569395,-0.001513846521161384,0.4688995215311005,209.0,-108.92081000000037
-0.520664333333335,-0.0015115274298934194,0.4666666666666667,210.0,-109.33951000000037
-0.5014149302325598,-0.0015318437551045756,0.4697674418604651,215.0,-107.8042100000004
-0.49675119815668367,-0.0015165739640662216,0.4700460829493088,217.0,-107.7950100000004
-0.5024921266968341,-0.0015354893409705158,0.47058823529411764,221.0,-111.05076000000035
-0.48997369369369514,-0.001503128005247453,0.47297297297297297,222.0,-108.77416000000035
-0.48997369369369514,-0.001503128005247453,0.47297297297297297,222.0,-108.77416000000035
-0.4717185714285729,-0.0014880807339941152,0.4732142857142857,224.0,-105.66496000000033
-0.4539277729257656,-0.0013940054711796602,0.4759825327510917,229.0,-103.94946000000034
-0.4557470129870144,-0.0013759808657901626,0.47619047619047616,231.0,-105.27756000000038
-0.4606431759656667,-0.001365008575638193,0.47639484978540775,233.0,-107.32986000000038
-0.45075109243697603,-0.0013841243838748215,0.47478991596638653,238.0,-107.27876000000036
-0.4067390909090923,-0.0013051849045850267,0.4834710743801653,242.0,-98.43086000000041
-0.4154726938775523,-0.0013314230197458213,0.4775510204081633,245.0,-101.79081000000038
-0.4199109716599203,-0.0013690273192866135,0.47368421052631576,247.0,-103.71801000000035
-0.39535546184739095,-0.0013449997291721796,0.4738955823293173,249.0,-98.44351000000036
-0.39535546184739095,-0.0013449997291721796,0.4738955823293173,249.0,-98.44351000000036
-0.4001436904761917,-0.0013762255615415826,0.4722222222222222,252.0,-100.83621000000035
-0.4043328458498035,-0.0013969055794535799,0.47035573122529645,253.0,-102.29621000000034
-0.409294133858269,-0.0014209355573819697,0.468503937007874,254.0,-103.96071000000035
-0.401305137254903,-0.0014023966038770853,0.47058823529411764,255.0,-102.33281000000028
-0.39986449218750103,-0.0013984412070346544,0.46875,256.0,-102.36531000000029
-0.40465467181467274,-0.001414953717873773,0.47104247104247104,259.0,-104.80556000000028
-0.4108163218390813,-0.0014404109688635571,0.47126436781609193,261.0,-107.22306000000025
-0.43904221374045876,-0.0014834039910746907,0.46946564885496184,262.0,-115.02906000000023
-0.4410587832699628,-0.0014967903118227187,0.467680608365019,263.0,-115.99846000000024
