Date,Open,High,Low,Close,Adj Close,Volume
2011/12/26,7125.040039,7125.669922,7078.060059,7092.580078,7092.553711,1730800
2011/12/27,7085.5,7107.669922,7043.640137,7085.029785,7085.003418,1653800
2011/12/28,7086.100098,7093.470215,7036.919922,7056.669922,7056.644043,1799600
2011/12/29,7026.859863,7074.819824,6998.970215,7074.819824,7074.793945,1516200
2011/12/30,7109.850098,7139.029785,7054.790039,7072.080078,7072.054199,1704800
2012/1/2,7071.350098,7073.47998,6948.669922,6952.209961,6952.184082,1326600
2012/1/3,7005.390137,7073.790039,7005.390137,7053.379883,7053.354004,1818200
2012/1/4,7093.069824,7116.220215,7064.580078,7082.970215,7082.943848,2132200
2012/1/5,7099.350098,7130.859863,7073.319824,7130.859863,7130.833008,2209000
2012/1/6,7129.529785,7139.040039,7090.470215,7120.509766,7120.48291,2354400
2012/1/9,7103.089844,7103.089844,7050.25,7093.040039,7093.013672,1741000
2012/1/10,7128.859863,7181.740234,7128.859863,7178.870117,7178.842773,2546400
2012/1/11,7203.100098,7212.359863,7184.379883,7188.209961,7188.182617,2389000
2012/1/12,7202.379883,7209.740234,7173.870117,7186.580078,7186.552734,2178800
2012/1/13,7226.240234,7249.939941,7169.919922,7181.540039,7181.512695,2530000
2012/1/16,7241.919922,7258.839844,7091.350098,7103.620117,7103.59375,2092600
2012/1/17,7144.200195,7221.080078,7118.359863,7221.080078,7221.052734,2607400
2012/1/18,7235.540039,7245.129883,7194.549805,7233.689941,7233.662598,3019600
2012/1/30,7382.720215,7443.029785,7382.720215,7407.410156,7407.382324,3584800
2012/1/31,7436.52002,7517.080078,7421.009766,7517.080078,7517.051758,4300400
2012/2/1,7520.359863,7566.080078,7488.970215,7549.209961,7549.181152,4049800
2012/2/2,7613.790039,7652.459961,7578.759766,7652.459961,7652.431152,4452800
2012/2/3,7658.680176,7674.990234,7608.410156,7674.990234,7674.961426,4261800
2012/2/6,7752.279785,7752.279785,7677.560059,7687.97998,7687.951172,3712400
2012/2/7,7680.359863,7751.759766,7673.910156,7707.439941,7707.411133,2997600
2012/2/8,7766.379883,7869.910156,7766.379883,7869.910156,7869.880371,3991000
2012/2/9,7863.359863,7910.779785,7840.379883,7910.779785,7910.749512,4228800
2012/2/10,7922.609863,7941.629883,7848.779785,7862.27002,7862.240234,3965600
2012/2/13,7849.209961,7917.959961,7837.580078,7912.910156,7912.879883,3467600
2012/2/14,7937.279785,7937.279785,7829.759766,7884.080078,7884.049805,3394800
2012/2/15,7919.410156,8011.870117,7902.080078,8005.240234,8005.209473,3961800
2012/2/16,7983.75,8010.5,7851.620117,7869.700195,7869.67041,4457800
2012/2/17,7956.910156,8013.459961,7862.109863,7894.359863,7894.32959,3787200
2012/2/20,7959.990234,7985.5,7913.649902,7954.819824,7954.789551,2815200
2012/2/21,7953.060059,7973.470215,7870.259766,7921.5,7921.469727,2942600
2012/2/22,7908.379883,8018.540039,7897.649902,8001.680176,8001.649414,3485200
2012/2/23,7981.919922,7991.919922,7935.419922,7937.299805,7937.269531,2861400
2012/2/24,7971.620117,7974.580078,7899.620117,7959.339844,7959.30957,2811000
2012/2/29,8046.140137,8121.439941,8046.140137,8121.439941,8121.40918,3454400
2012/3/1,8127.569824,8151.700195,8103.75,8118.339844,8118.309082,2838000
2012/3/2,8161.870117,8170.720215,8114.140137,8144.040039,8144.009277,3160600
2012/3/5,8105.27002,8115.490234,7998.959961,8004.740234,8004.709473,2834600
2012/3/6,8006.850098,8028.02002,7860.870117,7937.970215,7937.939941,3057000
2012/3/7,7846.490234,7937.109863,7824.450195,7903.080078,7903.049805,2595200
2012/3/8,7952.939941,8000.930176,7905.5,7984.560059,7984.529297,2728800
2012/3/9,8012.589844,8027.080078,7965.680176,8016.009766,8015.979004,2700200
2012/3/12,8028.870117,8028.870117,7927.549805,7927.549805,7927.519531,2189200
2012/3/13,7990.600098,8045.609863,7974.379883,8031.509766,8031.479004,2546000
2012/3/14,8132.959961,8170.310059,8113.759766,8125.259766,8125.229004,3113400
2012/3/15,8141.930176,8142.97998,8088.100098,8121.620117,8121.589355,2435400
2012/3/16,8130.279785,8130.52002,8054.939941,8054.939941,8054.90918,2726400
2012/3/19,8113.459961,8123.149902,7997.049805,8043.919922,8043.88916,2103800
2012/3/20,8062.910156,8062.910156,7965.959961,7972.700195,7972.669922,1996000
2012/3/21,7993.459961,8013.669922,7940.189941,7981.939941,7981.90918,2182400
2012/3/22,7997.660156,8075.970215,7995.569824,8059.939941,8059.90918,2196000
2012/3/23,8067.930176,8076.609863,8030.879883,8076.609863,8076.579102,1973800
2012/3/26,8073.930176,8073.930176,7958.720215,7967.620117,7967.589844,2166800
2012/3/27,8033.220215,8033.220215,7978.740234,8029.459961,8029.429199,1976800
2012/3/28,8074.640137,8085.430176,8013.799805,8038.069824,8038.039063,1997800
2012/3/29,7997.870117,7997.870117,7808.549805,7872.660156,7872.630371,3208800
2012/3/30,7832.220215,7933,7775.75,7933,7932.969727,2408600
2012/4/2,7905.879883,7928.430176,7859.560059,7862.899902,7862.870117,1675400
2012/4/3,7896.720215,7907.620117,7723.390137,7760.850098,7760.821289,2535800
2012/4/5,7603.310059,7667.040039,7528.029785,7639.819824,7639.791016,2431800
2012/4/6,7667.899902,7713.240234,7638.049805,7706.259766,7706.230957,1921400
2012/4/9,7587.680176,7650.890137,7529.390137,7600.870117,7600.841309,1478200
2012/4/10,7659.029785,7692.939941,7605.669922,7640.680176,7640.651367,1692200
2012/4/11,7592.939941,7666.069824,7573.049805,7656.669922,7656.641113,1641000
2012/4/12,7669.459961,7673.839844,7599,7662.919922,7662.891113,1762800
2012/4/13,7734.549805,7788.27002,7733.180176,7788.27002,7788.241211,2215400
2012/4/16,7747.359863,7749.490234,7714.140137,7729.859863,7729.831055,1476200
2012/4/17,7736.700195,7752.100098,7585.870117,7585.870117,7585.841309,1955600
2012/4/18,7676.47998,7683.950195,7590.97998,7605,7604.971191,1684000
2012/4/19,7602.279785,7632.72998,7528.040039,7622.689941,7622.661133,1619600
2012/4/20,7601.569824,7605.220215,7507.149902,7507.149902,7507.12207,1825600
2012/4/23,7488.819824,7521.419922,7430.930176,7481.089844,7481.062012,1621600
2012/4/24,7457.02002,7533.549805,7444.790039,7498.839844,7498.812012,1516400
2012/4/25,7552.779785,7569.25,7525.689941,7563.180176,7563.151367,1553200
2012/4/26,7596.529785,7600.450195,7509.879883,7521.350098,7521.321777,1598600
2012/4/27,7569.290039,7598.450195,7459.75,7480.5,7480.472168,1940800
2012/4/30,7439.220215,7501.720215,7422.140137,7501.720215,7501.692383,1614600
2012/5/2,7511.759766,7679.069824,7511.759766,7676.810059,7676.78125,2695600
2012/5/3,7671.060059,7681.22998,7643.089844,7659.529785,7659.500977,1847200
2012/5/4,7619.72998,7704.870117,7614.990234,7700.950195,7700.921387,2075800
2012/5/7,7608.350098,7608.350098,7515.689941,7538.080078,7538.051758,1866000
2012/5/8,7572.160156,7572.310059,7522.290039,7545.709961,7545.681152,1506000
2012/5/9,7485.330078,7513.709961,7448.899902,7475.709961,7475.682129,1653800
2012/5/10,7479.140137,7523.370117,7470.810059,7484.009766,7483.981934,1362200
2012/5/11,7472.560059,7473.549805,7382.950195,7401.370117,7401.342285,1595600
2012/5/14,7389.890137,7412.589844,7346.859863,7377.180176,7377.152344,1144200
2012/5/15,7328.740234,7396.419922,7291.439941,7395.640137,7395.612305,1547000
2012/5/16,7376.709961,7399.830078,7234.569824,7234.569824,7234.54248,1879600
2012/5/17,7304.399902,7356.77002,7274.319824,7356.77002,7356.742188,1840600
2012/5/18,7252.240234,7253.100098,7149.359863,7151.189941,7151.163086,2143800
2012/5/21,7164.899902,7220.100098,7164.899902,7192.22998,7192.202637,1296000
2012/5/22,7257.959961,7274.890137,7232.52002,7274.890137,7274.862305,1506600
2012/5/23,7213.600098,7213.600098,7130.52002,7147.75,7147.723145,1546800
2012/5/24,7155.740234,7190.549805,7090.470215,7124.890137,7124.863281,1644600
2012/5/25,7116.330078,7139.759766,7066.390137,7071.629883,7071.604004,1330800
2012/5/28,7067.549805,7136,7047.319824,7136,7135.973145,1110800
2012/5/29,7179.580078,7349.850098,7178.669922,7342.290039,7342.262207,2326000
2012/5/30,7331.640137,7331.640137,7222.879883,7261.799805,7261.771973,2155200
2012/5/31,7184.910156,7301.5,7132.799805,7301.5,7301.472168,2517000
2012/6/1,7213.689941,7218.75,7106.089844,7106.089844,7106.063477,1836600
2012/6/4,6907.129883,6937.330078,6857.350098,6894.660156,6894.634277,2139600
2012/6/5,6988.52002,7037.569824,6967.310059,7000.450195,7000.424316,1634000
2012/6/6,7037.919922,7076.279785,7004.399902,7056.149902,7056.124023,1709000
2012/6/7,7133.779785,7139.160156,7052.359863,7080.310059,7080.283691,1657800
2012/6/8,7033.509766,7063.080078,6979.819824,6999.649902,6999.624023,1222000
2012/6/11,7081.720215,7137.97998,7081.720215,7120.22998,7120.203125,1485200
2012/6/12,7036.439941,7076.370117,7026.27002,7072.080078,7072.054199,1160600
2012/6/13,7103.200195,7109.339844,7059.850098,7088.830078,7088.803711,1321800
2012/6/14,7096.859863,7114.069824,7070.359863,7075.100098,7075.07373,1212800
2012/6/15,7094,7166.080078,7085.919922,7155.830078,7155.803223,2347200
2012/6/18,7263.810059,7302.819824,7262.799805,7281.5,7281.472168,2049600
2012/6/19,7286.540039,7288.97998,7239.419922,7273.129883,7273.102051,1335800
2012/6/20,7309.22998,7334.629883,7281.740234,7334.629883,7334.602051,1568400
2012/6/21,7301.790039,7311.390137,7259.109863,7279.049805,7279.021973,1513000
2012/6/22,7210.799805,7229.72998,7185.310059,7222.049805,7222.022461,1374600
2012/6/25,7222.609863,7222.609863,7157.899902,7166.379883,7166.353027,1277000
2012/6/26,7145.220215,7156.990234,7117.169922,7137.930176,7137.90332,1349400
2012/6/27,7137.990234,7199.319824,7127.97998,7183.009766,7182.982422,1275200
2012/6/28,7230.470215,7236.709961,7165.339844,7169.609863,7169.58252,1380000
2012/6/29,7183.450195,7296.279785,7177.589844,7296.279785,7296.251953,1617200
2012/7/2,7332.089844,7359.990234,7318.220215,7345.160156,7345.132324,1833800
2012/7/3,7363.370117,7431.700195,7357.669922,7418.359863,7418.332031,1918000
2012/7/4,7414.560059,7442.549805,7397.799805,7422.589844,7422.562012,2111000
2012/7/5,7412.549805,7426.620117,7376.450195,7387.779785,7387.751953,1614800
2012/7/6,7392.779785,7406.620117,7328.029785,7368.589844,7368.562012,1536400
2012/7/9,7301.720215,7333.279785,7293.109863,7309.959961,7309.932129,1212400
2012/7/10,7305.759766,7328.75,7228.879883,7251.350098,7251.322266,1614000
2012/7/11,7207.080078,7261.589844,7202.379883,7257.910156,7257.882324,1463800
2012/7/12,7240.879883,7242.779785,7130.930176,7130.930176,7130.90332,1603400
2012/7/13,7113.140137,7153.850098,7103.709961,7104.27002,7104.243652,1408400
2012/7/16,7135.939941,7147.379883,7085.379883,7090.040039,7090.013672,1345000
2012/7/17,7056.799805,7133.049805,7051.759766,7127,7126.973145,1630200
2012/7/18,7132.649902,7132.649902,7046.089844,7049.049805,7049.023926,1416600
2012/7/19,7109.330078,7163.75,7098.180176,7148.569824,7148.542969,1587200
2012/7/20,7136.47998,7164.680176,7130.709961,7164.680176,7164.65332,1183400
2012/7/23,7105.990234,7105.990234,6996.180176,7028.72998,7028.704102,1392000
2012/7/24,7004.439941,7015.759766,6968.779785,7008.350098,7008.324219,1498200
2012/7/25,6932.120117,7036.950195,6922.72998,6979.129883,6979.104004,1588400
2012/7/26,7012.939941,7023.97998,6963.569824,6970.689941,6970.664063,1604200
2012/7/27,7060.430176,7124.490234,7045.310059,7124.490234,7124.463379,1832200
2012/7/30,7159.209961,7184.310059,7146.069824,7158.879883,7158.853027,1782200
2012/7/31,7140.529785,7270.490234,7140.529785,7270.490234,7270.462402,2121200
2012/8/1,7242.580078,7273.620117,7223.169922,7267.959961,7267.932129,1899400
2012/8/3,7220.509766,7235.629883,7186.779785,7217.509766,7217.482422,1885600
2012/8/6,7311.740234,7340.560059,7276.600098,7286.330078,7286.302246,2001000
2012/8/7,7289.890137,7300.990234,7265.959961,7295.459961,7295.432129,1793000
2012/8/8,7331.589844,7357.419922,7302.899902,7319.799805,7319.771973,2231000
2012/8/9,7341.870117,7435,7341.870117,7433.700195,7433.672363,2654200
2012/8/10,7443.359863,7458.22998,7409.430176,7441.120117,7441.092285,2080400
2012/8/13,7495.810059,7495.810059,7423.839844,7436.299805,7436.271973,1704200
2012/8/14,7447.029785,7520.649902,7447.029785,7479.25,7479.222168,2058600
2012/8/15,7489.810059,7489.810059,7442.720215,7467.740234,7467.712402,1840400
2012/8/16,7475.680176,7515.02002,7456.399902,7490.209961,7490.182129,2097200
