Date,Open,High,Low,Close,Adj Close,Volume
2011/4/1,8697.839844,8705.129883,8654.400391,8705.129883,8705.097656,1912600
2011/4/6,8772.129883,8860.019531,8767.209961,8851.980469,8851.948242,2992600
2011/4/7,8884.839844,8901.719727,8828.919922,8901.719727,8901.686523,2638400
2011/4/8,8904.44043,8929.05957,8862.490234,8894.540039,8894.506836,3122600
2011/4/11,8922.75,8922.75,8836.379883,8880.269531,8880.236328,2322000
2011/4/12,8839.219727,8839.219727,8708.860352,8732.589844,8732.557617,2297200
2011/4/13,8727.950195,8780.200195,8700.080078,8780.200195,8780.167969,2134800
2011/4/14,8787.75,8835.389648,8772.299805,8802.730469,8802.698242,2277200
2011/4/15,8828.629883,8834.070313,8716.700195,8718.120117,8718.087891,2372400
2011/4/18,8752.55957,8764.650391,8703.110352,8714.480469,8714.448242,2042400
2011/4/19,8643.400391,8658.969727,8592.230469,8638.549805,8638.517578,2233000
2011/4/20,8704.480469,8813.280273,8698.969727,8813.280273,8813.248047,2643200
2011/4/21,8893.070313,8992.080078,8892.05957,8957.650391,8957.617188,3689400
2011/4/22,8980.429688,8992.669922,8956.070313,8969.429688,8969.396484,2776600
2011/4/25,9015.910156,9037.089844,8950.75,8950.75,8950.716797,2696800
2011/4/26,8894.009766,8966.860352,8866.740234,8948.139648,8948.106445,2392200
2011/4/27,9012.280273,9060.5,9012.280273,9049.25,9049.216797,3110000
2011/4/28,9088.969727,9099.75,9021.360352,9040.769531,9040.736328,3087000
2011/4/29,9050.490234,9058.780273,8943.990234,9007.870117,9007.836914,3385400
2011/5/3,9014.330078,9018.700195,8895.25,8946.080078,8946.046875,2675400
2011/5/4,8937.299805,8947.349609,8864.549805,8947.349609,8947.316406,2336800
2011/5/5,8930.240234,9029.580078,8907.969727,9018.610352,9018.577148,2702600
2011/5/6,8997.730469,9018.400391,8954.80957,8977.230469,8977.197266,2796600
2011/5/9,9001.799805,9081.259766,8984.429688,9035.480469,9035.447266,2852600
2011/5/10,9048.25,9055.910156,9007.929688,9023.280273,9023.24707,2172800
2011/5/11,9073.879883,9082.009766,9014.360352,9020.400391,9020.367188,2358800
2011/5/12,8977.769531,9052.980469,8963.240234,9033.679688,9033.646484,2339800
2011/5/13,9039.549805,9059.459961,8986.179688,9006.610352,9006.577148,2471800
2011/5/16,8996.700195,8996.700195,8911.709961,8911.709961,8911.676758,1993800
2011/5/17,8917.25,8928.990234,8854.139648,8884.089844,8884.056641,2180000
2011/5/18,8885.400391,8946.990234,8885.400391,8944.839844,8944.806641,2060600
2011/5/19,8952.25,9026.179688,8888.209961,8892.879883,8892.84668,2573200
2011/5/20,8944.379883,8944.379883,8822.75,8837.030273,8836.998047,2277600
2011/5/23,8767.299805,8776.459961,8695.339844,8747.509766,8747.477539,2123800
2011/5/24,8730.230469,8756.900391,8673.379883,8756.610352,8756.578125,2153400
2011/5/25,8732.299805,8763.639648,8682.490234,8727.089844,8727.057617,2107400
2011/5/26,8797.290039,8807.080078,8751.519531,8788.400391,8788.368164,1908000
2011/5/27,8806.290039,8860.030273,8803.589844,8810,8809.967773,2083800
2011/5/30,8757.660156,8844.030273,8748.129883,8823.679688,8823.647461,1871400
2011/5/31,8860.580078,9003.599609,8860.580078,8988.839844,8988.806641,2901000
2011/6/1,8999.839844,9089.469727,8999.839844,9062.349609,9062.31543,2648800
2011/6/2,8981.709961,9036.269531,8977.669922,8991.360352,8991.327148,2220600
2011/6/3,9024.540039,9052.179688,8997.349609,9046.280273,9046.24707,1890800
2011/6/7,9025.209961,9059.19043,8981.44043,9057.099609,9057.06543,1770400
2011/6/8,9044.849609,9070.25,9007.530273,9007.530273,9007.49707,1884200
2011/6/9,9020.599609,9045.44043,8996.080078,9000.94043,9000.907227,1718400
2011/6/10,9042.349609,9053.389648,8837.820313,8837.820313,8837.788086,2192800
2011/6/13,8791.669922,8811.969727,8703.519531,8712.950195,8712.917969,1959600
2011/6/14,8737.240234,8836.509766,8737.240234,8829.209961,8829.177734,1685800
2011/6/15,8833.860352,8876.139648,8733.599609,8831.450195,8831.417969,2652000
2011/6/16,8739.839844,8739.839844,8654.429688,8654.429688,8654.397461,2089000
2011/6/17,8671.450195,8702,8618.849609,8636.099609,8636.067383,2252000
2011/6/20,8679.150391,8685.330078,8518.660156,8530.679688,8530.647461,2202800
2011/6/21,8571.929688,8617.959961,8523.040039,8597.620117,8597.587891,2089200
2011/6/22,8663.860352,8679.370117,8598.080078,8621.040039,8621.007813,2079600
2011/6/23,8601.150391,8619.389648,8559.330078,8567.280273,8567.248047,1841400
2011/6/24,8567.459961,8569.589844,8508.160156,8532.830078,8532.797852,2049400
2011/6/27,8456.360352,8519.209961,8433.459961,8500.160156,8500.12793,2003800
2011/6/28,8536.129883,8572.620117,8478.69043,8478.860352,8478.828125,1840800
2011/6/29,8540.349609,8598.219727,8499.240234,8573.379883,8573.347656,2338600
2011/6/30,8582.080078,8652.589844,8576.650391,8652.589844,8652.557617,2275800
2011/7/1,8684.389648,8744.200195,8659.570313,8739.820313,8739.788086,2416000
2011/7/4,8801.509766,8808.469727,8772.330078,8774.719727,8774.6875,2317600
2011/7/5,8777.219727,8794.139648,8743.450195,8784.44043,8784.408203,2195200
2011/7/6,8790.94043,8842.169922,8768.349609,8824.44043,8824.408203,2197000
2011/7/7,8795,8795.879883,8757.469727,8773.419922,8773.387695,2347600
2011/7/8,8782.719727,8839.139648,8740,8749.549805,8749.517578,2652000
2011/7/11,8749.549805,8749.549805,8633.549805,8665.849609,8665.817383,2013200
2011/7/12,8581.429688,8595.070313,8479.900391,8491.009766,8490.977539,2547400
2011/7/13,8480.259766,8539.179688,8452.860352,8488.05957,8488.027344,2393600
2011/7/14,8495.509766,8531.959961,8410.44043,8481.349609,8481.317383,2518200
2011/7/15,8494.700195,8579.799805,8462.049805,8574.910156,8574.87793,2598800
2011/7/18,8550.160156,8580.330078,8473.910156,8538.570313,8538.538086,2457000
2011/7/19,8528.200195,8554.410156,8490.790039,8524.570313,8524.538086,2247800
2011/7/20,8612.530273,8706.169922,8612.530273,8706.169922,8706.137695,2872000
2011/7/21,8705.839844,8725.969727,8683.049805,8717.139648,8717.107422,2804400
2011/7/22,8770.950195,8794.480469,8741.089844,8765.320313,8765.288086,3259600
2011/7/25,8764.679688,8786.030273,8661.759766,8683.509766,8683.477539,2429400
2011/7/26,8700.589844,8794.240234,8689.150391,8794.240234,8794.208008,2358200
2011/7/27,8775.179688,8819.929688,8754.509766,8817.490234,8817.458008,2979000
2011/7/28,8739.830078,8790.679688,8702.839844,8767.200195,8767.167969,2852400
2011/7/29,8737.719727,8771.639648,8638.669922,8644.179688,8644.147461,3088600
2011/8/1,8629.969727,8707.870117,8629.969727,8701.379883,8701.347656,3193600
2011/8/2,8629.089844,8629.089844,8557.700195,8584.719727,8584.6875,2822400
2011/8/3,8466.349609,8472.269531,8360.730469,8456.860352,8456.828125,3447400
2011/8/4,8472.370117,8496.070313,8317.269531,8317.269531,8317.237305,3285200
2011/8/5,7962.870117,7975.819824,7844.77002,7853.129883,7853.100098,4304800
2011/8/8,7769.600098,7799.490234,7451.290039,7552.799805,7552.770996,4298800
2011/8/9,7261.540039,7599.140137,7148.759766,7493.120117,7493.092285,5373400
2011/8/10,7717.580078,7751.589844,7632.339844,7736.319824,7736.291016,4546000
2011/8/11,7566.390137,7761.399902,7499.540039,7719.089844,7719.061035,3751200
2011/8/12,7825.799805,7853.529785,7637.02002,7637.02002,7636.991211,3474600
2011/8/15,7769.169922,7819.390137,7748.459961,7819.390137,7819.361328,2220000
2011/8/16,7886.930176,7896.189941,7778.649902,7798.589844,7798.561035,2422600
2011/8/17,7807.669922,7821.990234,7732.319824,7741.759766,7741.730957,2395200
2011/8/18,7721.189941,7721.189941,7561.02002,7614.970215,7614.941406,2615600
2011/8/19,7414.359863,7429.959961,7316.830078,7342.959961,7342.932129,2901400
2011/8/22,7348.709961,7468.740234,7248.689941,7312.589844,7312.562012,2848000
2011/8/23,7369.430176,7564.640137,7349.569824,7550.22998,7550.201172,2798400
2011/8/24,7592.509766,7594.810059,7432.52002,7502.930176,7502.902344,2874400
2011/8/25,7559.470215,7564.870117,7409.02002,7410.870117,7410.842285,2588200
2011/8/26,7438.52002,7503.379883,7389.569824,7445.100098,7445.072266,2441000
2011/8/29,7482.919922,7608.77002,7474.310059,7578.009766,7577.980957,1952800
2011/8/30,7654.370117,7675.169922,7599.27002,7646.189941,7646.161133,2556600
2011/8/31,7665.220215,7741.359863,7602.680176,7741.359863,7741.331055,2482400
2011/9/1,7799.180176,7886.040039,7755.549805,7757.759766,7757.730957,3465400
2011/9/2,7801.279785,7801.279785,7703.100098,7757.060059,7757.03125,2128800
2011/9/5,7637.899902,7637.899902,7538.580078,7551.569824,7551.541016,2161200
2011/9/6,7496.240234,7522.939941,7357.759766,7367.189941,7367.162109,2654200
2011/9/7,7468.290039,7529.009766,7428.700195,7529.009766,7528.981445,2179800
2011/9/8,7601.290039,7626.779785,7520.759766,7548.370117,7548.341309,2342000
2011/9/9,7568.220215,7651.27002,7547,7610.569824,7610.541016,2094200
2011/9/13,7530,7538.040039,7382,7391.370117,7391.342285,2371600
2011/9/14,7455.5,7477.859863,7186.75,7228.470215,7228.442871,3096600
2011/9/15,7374.580078,7430.290039,7348.209961,7385.680176,7385.652344,2425000
2011/9/16,7494.290039,7606.700195,7494.290039,7577.399902,7577.371094,3027600
2011/9/19,7572.830078,7572.939941,7468.77002,7480.879883,7480.852051,1743600
2011/9/20,7485.600098,7544.879883,7389.390137,7492.850098,7492.822266,2267200
2011/9/21,7515.660156,7574.779785,7465.97998,7535.879883,7535.851563,2492600
2011/9/22,7419.490234,7419.490234,7287.759766,7305.5,7305.472168,2665400
2011/9/23,7101.339844,7126.810059,6997.609863,7046.220215,7046.194336,3274800
2011/9/26,7026.490234,7058.430176,6877.120117,6877.120117,6877.094238,2739400
2011/9/27,7031.129883,7119.140137,7027.890137,7089.950195,7089.923828,2696600
2011/9/28,7148.379883,7154.399902,7099.72998,7146.97998,7146.953125,2370600
2011/9/29,7090.120117,7218.569824,7061.009766,7182.609863,7182.58252,2291800
2011/9/30,7222.160156,7251.870117,7163.75,7225.379883,7225.352539,2340800
2011/10/3,7128.660156,7128.660156,6998.370117,7013.970215,7013.944336,2067600
2011/10/4,6937.240234,7047.990234,6889.990234,7047.870117,7047.844238,2281000
2011/10/5,7061.169922,7091.009766,6989.149902,6989.149902,6989.124023,1735200
2011/10/6,7094.609863,7170.919922,7094.609863,7132,7131.973145,2206600
2011/10/7,7210.919922,7253.089844,7196.220215,7211.959961,7211.932617,2301800
2011/10/11,7348.859863,7398.709961,7348.859863,7398.709961,7398.682129,2742000
2011/10/12,7390.060059,7407.080078,7323.540039,7382.350098,7382.322266,2189800
2011/10/13,7423.180176,7444.330078,7372.410156,7428.330078,7428.302246,2356600
2011/10/14,7430.5,7430.5,7353.799805,7358.080078,7358.052246,1807200
2011/10/17,7412.879883,7475.060059,7401.299805,7461.120117,7461.092285,1882200
2011/10/18,7352.120117,7379.080078,7322.009766,7359.47998,7359.452148,1638200
2011/10/19,7393.72998,7393.72998,7316.580078,7353.370117,7353.342285,1715800
2011/10/20,7347.930176,7361.220215,7240.149902,7244.319824,7244.29248,1616000
2011/10/21,7272.509766,7272.509766,7205.209961,7254.509766,7254.481934,1398600
2011/10/24,7352.430176,7472.5,7352.430176,7470.299805,7470.271973,2411600
2011/10/25,7506.080078,7506.080078,7468.529785,7491.209961,7491.182129,2211400
2011/10/26,7437.77002,7548.509766,7425.990234,7535.819824,7535.791504,2069600
2011/10/27,7548.359863,7590.879883,7504.959961,7565.209961,7565.181152,2870200
2011/10/28,7693.240234,7743.370117,7602.629883,7616.060059,7616.03125,3591000
2011/10/31,7637.47998,7658.970215,7557.049805,7587.689941,7587.661133,2165000
2011/11/1,7547.240234,7656.259766,7505.959961,7622.009766,7621.980957,2232000
2011/11/2,7500.540039,7599.540039,7448.279785,7598.450195,7598.421387,2494800
2011/11/3,7603.450195,7603.450195,7460.310059,7460.310059,7460.282227,2586600
2011/11/4,7581.609863,7635.75,7578.359863,7603.22998,7603.201172,2759400
2011/11/7,7623.160156,7638.029785,7586.859863,7621.720215,7621.691406,2045000
2011/11/8,7652.470215,7683.089844,7600.790039,7600.790039,7600.76123,2185400
2011/11/9,7646.120117,7654.149902,7561.859863,7561.859863,7561.831055,2032800
2011/11/10,7431.259766,7434.370117,7274.839844,7308.680176,7308.652344,2922600
2011/11/11,7369.72998,7385.97998,7288.490234,7367.290039,7367.262207,2100800
2011/11/14,7472.160156,7544.22998,7472.160156,7525.649902,7525.621582,2009600
2011/11/15,7515.5,7528.779785,7475.330078,7491.060059,7491.032227,1588000
2011/11/16,7520.950195,7541.680176,7385.129883,7387.52002,7387.492188,2116600
2011/11/17,7333.569824,7392.819824,7284.299805,7387.810059,7387.782227,1819800
2011/11/18,7296.089844,7327.669922,7233.779785,7233.779785,7233.752441,2100200
2011/11/21,7166.259766,7183.470215,7042.640137,7042.640137,7042.614258,2351600
2011/11/22,7064.609863,7082.399902,6970.720215,7000.029785,7000.003906,2248200
2011/11/23,6967.660156,6981.540039,6806.430176,6806.430176,6806.404297,2482200
2011/11/24,6748.919922,6885.240234,6744.259766,6864.390137,6864.364258,2408800
2011/11/25,6906.339844,6950.5,6751.47998,6784.52002,6784.494141,2380000
2011/11/28,6844.299805,6920.790039,6844.299805,6898.779785,6898.753906,1637000
2011/11/29,6966.580078,6998.060059,6934.870117,6988.649902,6988.624023,1959600
2011/11/30,7001.589844,7001.589844,6860.049805,6904.120117,6904.094238,3089600
2011/12/1,7132.410156,7199.259766,7129.069824,7178.689941,7178.662598,3336600
2011/12/2,7164,7186.660156,7109.709961,7140.680176,7140.65332,2061200
2011/12/5,7149.580078,7149.589844,7057.330078,7098.080078,7098.053711,1560600
2011/12/6,7075.839844,7075.839844,6956.279785,6956.279785,6956.253906,1738800
2011/12/7,7004.180176,7046.390137,6992.27002,7033,7032.974121,1731200
2011/12/8,7018.640137,7018.640137,6907.950195,6982.899902,6982.874023,1753400
2011/12/9,6891.470215,6927.990234,6831.390137,6893.299805,6893.273926,1918000
2011/12/12,6975.620117,7002.089844,6923.879883,6949.040039,6949.01416,1391400
2011/12/13,6883.080078,6919.680176,6850.879883,6896.310059,6896.28418,1525400
2011/12/14,6912.540039,6926.089844,6860.390137,6922.569824,6922.543945,1554400
2011/12/15,6874.180176,6874.180176,6764.589844,6764.589844,6764.563965,1828200
2011/12/16,6783.02002,6810.080078,6757.330078,6785.089844,6785.063965,1469400
2011/12/19,6780.640137,6780.640137,6609.109863,6633.330078,6633.304688,2068200
2011/12/20,6654.669922,6696.930176,6646.299805,6662.640137,6662.614746,1770800
2011/12/21,6878.629883,6966.47998,6878.629883,6966.47998,6966.454102,2138600
2011/12/22,6968.220215,6989.589844,6940.850098,6966.350098,6966.324219,1957000
2011/12/23,7035.100098,7122.279785,7035.100098,7110.72998,7110.703613,2717400
