Profit(0.3%) mean,return mean,win rate,times,Profit(0.3%)
1.5218249999999682,-0.00023273377519154853,0.7,10.0,15.218249999999681
0.7637499999999809,7.087082455339578e-05,0.7333333333333333,15.0,11.456249999999715
0.3916403999999893,-0.0003986876347034068,0.68,25.0,9.791009999999732
0.15055696969695972,-0.0008985447319574258,0.6363636363636364,33.0,4.968379999999671
0.059929767441849455,-0.0017601292977463096,0.5813953488372093,43.0,2.5769799999995247
0.10185895833332415,-0.0018070216692739058,0.5625,48.0,4.889229999999559
0.5408305454545362,-0.001270296826242305,0.5818181818181818,55.0,29.745679999999503
0.43887253968253176,-0.0009680753942599634,0.5873015873015873,63.0,27.6489699999995
0.5286201470588165,-0.0005964744766140546,0.6029411764705882,68.0,35.946169999999526
0.505646164383556,-0.0005136969987656422,0.6027397260273972,73.0,36.912169999999605
0.472948947368416,-0.0005708166053743958,0.5921052631578947,76.0,35.94411999999963
0.47356820512820047,-0.0007056149211699494,0.5897435897435898,78.0,36.93831999999965
0.481031951219508,-0.000441126699012944,0.5975609756097561,82.0,39.44461999999966
0.49270738095237643,-0.00032995159234278467,0.6071428571428571,84.0,41.38741999999962
0.4545484883720891,-0.0003791958043799747,0.6046511627906976,86.0,39.091169999999664
0.3613265934065911,-0.00046506036344565405,0.5934065934065934,91.0,32.8807199999998
0.2313042424242418,-0.0006997152862687318,0.5757575757575758,99.0,22.899119999999932
0.2602287619047621,-0.0004899384729078161,0.5904761904761905,105.0,27.324020000000026
0.2981400877192991,-0.0003153050430297764,0.5877192982456141,114.0,33.98797000000008
0.2692155555555558,-0.00029447391568350776,0.5811965811965812,117.0,31.498220000000025
0.11600178861788814,-0.0004085386684643024,0.5772357723577236,123.0,14.268220000000241
0.09040214285714447,-0.000455777992782573,0.5634920634920635,126.0,11.390670000000199
0.07500161764705983,-0.00042716257449143465,0.5588235294117647,136.0,10.200220000000137
0.042588951048951836,-0.0003893651942853353,0.5594405594405595,143.0,6.090220000000109
0.3458815894039741,-0.00037186787586273635,0.543046357615894,151.0,52.22812000000012
0.304011273885351,-0.0003828133054625692,0.535031847133758,157.0,47.7297700000001
0.2652723125000008,-0.0003854297659016466,0.53125,160.0,42.44357000000009
0.2596279012345684,-0.0004618656809648492,0.5308641975308642,162.0,42.05972000000006
0.2560379268292687,-0.00045635610325828657,0.5304878048780488,164.0,41.99022000000007
0.2485364848484853,-0.00048460963470623884,0.5272727272727272,165.0,41.00852000000008
0.2102937278106515,-0.0005596910766990534,0.514792899408284,169.0,35.539640000000084
0.22195280000000067,-0.0004975905061220294,0.52,175.0,38.8417400000001
0.22195280000000067,-0.0004975905061220294,0.52,175.0,38.8417400000001
0.20204882022471973,-0.0005506397224328841,0.5112359550561798,178.0,35.964690000000076
0.20698883333333395,-0.0005011382949235956,0.5111111111111111,180.0,37.25799000000008
0.1950308839779011,-0.0005777898038464947,0.5082872928176796,181.0,35.300590000000064
0.17352766304347889,-0.0006204258609010662,0.5,184.0,31.929090000000123
0.17352766304347889,-0.0006204258609010662,0.5,184.0,31.929090000000123
0.131614462365592,-0.0006705407129607728,0.4946236559139785,186.0,24.480290000000117
0.09856836842105322,-0.0008279264315496108,0.4842105263157895,190.0,18.727990000000112
0.08595806282722555,-0.0008604346157287697,0.4816753926701571,191.0,16.41799000000008
0.0488515104166671,-0.0009093107081915404,0.4791666666666667,192.0,9.37949000000008
0.05218362694300567,-0.0008743041069930577,0.48186528497409326,193.0,10.071440000000072
0.05218362694300567,-0.0008743041069930577,0.48186528497409326,193.0,10.071440000000072
0.05218362694300567,-0.0008743041069930577,0.48186528497409326,193.0,10.071440000000072
0.03939994871794932,-0.000899578328590734,0.47692307692307695,195.0,7.682990000000116
