Profit(0.3%) mean,return mean,win rate,times,Profit(0.3%)
1.571824999999981,0.0043638596679737044,1.0,4.0,6.287299999999924
-2.0748055555555713,-0.00410352859976675,0.5555555555555556,9.0,-18.67325000000014
-4.398229166666678,-0.007445638742329913,0.4166666666666667,12.0,-52.778750000000144
-2.675715000000005,-0.0038518345137213165,0.45,20.0,-53.514300000000105
-1.8251946428571497,-0.0018203887885534643,0.5714285714285714,28.0,-51.10545000000019
-1.5594020588235362,-0.0012774412642956676,0.5882352941176471,34.0,-53.01967000000023
-1.3558057894736901,-0.0008390037155542174,0.6052631578947368,38.0,-51.52062000000022
-0.9846561363636432,-0.0003379380517624019,0.6363636363636364,44.0,-43.3248700000003
-0.8011931250000061,-3.0331709523080095e-05,0.6458333333333334,48.0,-38.45727000000029
-0.7011643859649167,-0.00013505881212237986,0.631578947368421,57.0,-39.96637000000027
-0.20451450000000382,6.658211757430539e-05,0.65,60.0,-12.270870000000237
-0.06740970149254043,0.00010595100809985483,0.6567164179104478,67.0,-4.516450000000212
-0.1199409722222259,-0.00024060667846665765,0.625,72.0,-8.635750000000264
-0.13778333333333667,-0.0003806865574125033,0.6049382716049383,81.0,-11.160450000000267
-0.17917440476190824,-0.00040933952395272023,0.5952380952380952,84.0,-15.050650000000289
-0.33805280898876866,-0.0006433055938989575,0.5842696629213483,89.0,-30.086700000000402
-0.38798617021276965,-0.0008068636430397395,0.5531914893617021,94.0,-36.47070000000035
-0.33775360824742684,-0.000658714655751267,0.5670103092783505,97.0,-32.7621000000004
-0.32180841584158787,-0.0006659809237215476,0.5643564356435643,101.0,-32.502650000000386
-0.31602314285714617,-0.0006722377891597913,0.5619047619047619,105.0,-33.18243000000035
-0.3158610280373866,-0.0007046812368447634,0.5607476635514018,107.0,-33.797130000000365
-0.29257596330275576,-0.0006274924224378476,0.5688073394495413,109.0,-31.890780000000376
-0.2969548181818217,-0.0006273443301338573,0.5636363636363636,110.0,-32.665030000000385
-0.3688556250000033,-0.0008901433969845713,0.5535714285714286,112.0,-41.31183000000037
-0.36916423728813885,-0.0009171702798021189,0.5508474576271186,118.0,-43.56138000000038
-0.3618928099173589,-0.0008927154024818125,0.5454545454545454,121.0,-43.78903000000042
-0.3519875409836101,-0.0008564423556250371,0.5491803278688525,122.0,-42.94248000000043
-0.3519875409836101,-0.0008564423556250371,0.5491803278688525,122.0,-42.94248000000043
-0.34275588709677757,-0.0008032968385123265,0.5483870967741935,124.0,-42.501730000000435
-0.34275588709677757,-0.0008032968385123265,0.5483870967741935,124.0,-42.501730000000435
-0.34275588709677757,-0.0008032968385123265,0.5483870967741935,124.0,-42.501730000000435
-0.3268211023622079,-0.0007960391294864536,0.5511811023622047,127.0,-41.5062800000004
-0.3372717187500034,-0.0008484178860784686,0.546875,128.0,-43.170780000000434
-0.35828023076923365,-0.0009335370852491501,0.5384615384615384,130.0,-46.57643000000038
-0.3514479389313006,-0.0009261461175140837,0.5343511450381679,131.0,-46.03968000000038
-0.3093915151515177,-0.0008821552476508052,0.5303030303030303,132.0,-40.839680000000335
-0.2989118796992507,-0.0008427907719957834,0.5338345864661654,133.0,-39.75528000000035
-0.2989118796992507,-0.0008427907719957834,0.5338345864661654,133.0,-39.75528000000035
-0.2989118796992507,-0.0008427907719957834,0.5338345864661654,133.0,-39.75528000000035
-0.2989118796992507,-0.0008427907719957834,0.5338345864661654,133.0,-39.75528000000035
-0.2989118796992507,-0.0008427907719957834,0.5338345864661654,133.0,-39.75528000000035
-0.2989118796992507,-0.0008427907719957834,0.5338345864661654,133.0,-39.75528000000035
-0.3163136567164205,-0.0008807021102954459,0.5298507462686567,134.0,-42.38603000000035
-0.3163136567164205,-0.0008807021102954459,0.5298507462686567,134.0,-42.38603000000035
-0.3163136567164205,-0.0008807021102954459,0.5298507462686567,134.0,-42.38603000000035
-0.3163136567164205,-0.0008807021102954459,0.5298507462686567,134.0,-42.38603000000035
-0.3163136567164205,-0.0008807021102954459,0.5298507462686567,134.0,-42.38603000000035
-0.3163136567164205,-0.0008807021102954459,0.5298507462686567,134.0,-42.38603000000035
-0.3163136567164205,-0.0008807021102954459,0.5298507462686567,134.0,-42.38603000000035
-0.3163136567164205,-0.0008807021102954459,0.5298507462686567,134.0,-42.38603000000035
