Profit(0.3%) mean,return mean,Normal Close Rate,times,Profit(0.3%)
5.78701950166113,0.01164313012580034,0.8588039867109635,602.0,3483.785739999999
4.847538328877004,0.009875743124929089,0.8235294117647058,748.0,3625.958669999999
3.926276109839815,0.008580280337852762,0.7951945080091534,874.0,3431.565319999999
3.365155747241724,0.007693920444581963,0.7823470411233701,997.0,3355.060279999998
2.628220132275131,0.006873517967434633,0.7680776014109347,1134.0,2980.4016299999976
2.1871449249011836,0.006138201784558712,0.7517786561264822,1265.0,2766.738329999995
1.889887731152202,0.005366603975593695,0.7311522048364154,1406.0,2657.182149999995
1.6284795039164464,0.004765765259440084,0.7154046997389034,1532.0,2494.830599999993
1.1959085870889128,0.004162078972174035,0.7046285018270402,1642.0,1963.6818999999937
1.1014124717832934,0.0038109885215620825,0.7014672686230248,1772.0,1951.702899999994
0.8115876303317511,0.003434438775058406,0.6956292785676672,1899.0,1541.2049099999917
0.717889420868695,0.0031786540899322612,0.6894658012980529,2003.0,1437.9325099999937
0.535258139866791,0.002843600256232278,0.6784015223596574,2102.0,1125.112609999991
0.5232653577898527,0.002533008516913755,0.6702898550724637,2208.0,1155.3699099999926
0.37900122653862656,0.002287961148102605,0.6621562636403318,2291.0,868.2918099999933
0.26520626207475634,0.002071308201668162,0.6585468290634188,2381.0,631.4561099999987
0.1448590654205592,0.0019371236820708187,0.6566436407964242,2461.0,356.49815999999987
0.04430814082278347,0.0018295419972041173,0.6526898734177216,2528.0,112.01097999999796
-0.03671092414324359,0.001715552259945751,0.6476703889102811,2597.0,-95.33827000000419
-0.15336228625235568,0.0016329481147756293,0.6459510357815442,2655.0,-407.1768700000081
-0.14929321585903266,0.0015504659776711422,0.6413362701908958,2724.0,-406.6747200000084
-0.14047000000000195,0.0015015622031351419,0.6395516992046276,2766.0,-388.5400200000074
-0.17865297124600824,0.001421171225614194,0.6361377351792687,2817.0,-503.26542000000677
-0.24066606471816465,0.0013371947276466405,0.6325678496868476,2874.0,-691.67427000001
-0.2831108436214012,0.0012863110143951453,0.6310013717421125,2916.0,-825.5512200000105
-0.3380902911306724,0.0012268301042097412,0.6279620853080569,2954.0,-998.718720000011
-0.3808211872909718,0.0011816999878924038,0.6264214046822743,2990.0,-1138.6553500000123
-0.3791562375910011,0.0011407923917430547,0.6247518199867638,3022.0,-1145.8101500000107
-0.41979071639829313,0.0011147996816252383,0.6233979625369701,3043.0,-1277.423150000011
-0.4262194390084822,0.0010884503192903543,0.6210045662100456,3066.0,-1306.7888000000144
-0.42997924546632316,0.001044534692810699,0.6185233160621761,3088.0,-1327.7759100000158
-0.4564796006441246,0.0010125659376750938,0.6173913043478261,3105.0,-1417.3691600000184
-0.45931419303292004,0.0010006935581110261,0.6164908916586769,3129.0,-1437.1941100000167
-0.46588141180203263,0.0009876834842482219,0.6151649746192893,3152.0,-1468.4582100000148
-0.5121234047244116,0.0009237156105539062,0.6122834645669292,3175.0,-1625.991810000016
-0.5002976505646195,0.000899890462890744,0.6110414052697616,3188.0,-1594.948910000016
-0.49906403245942776,0.0008856835084508296,0.6095505617977528,3204.0,-1599.0011600000144
-0.5076313832763467,0.0008691814318720727,0.608330742928194,3217.0,-1633.0501600000148
-0.5167986877127844,0.0008638383533725107,0.6078613432373878,3231.0,-1669.776560000014
-0.5113621798029581,0.0008630927183420963,0.6074507389162561,3248.0,-1660.9043600000164
-0.5097419103194125,0.000859188609611018,0.6071867321867321,3256.0,-1659.7196600000166
-0.5065157925336621,0.0008625329479298343,0.6077111383108935,3268.0,-1655.2936100000165
-0.5099415757391063,0.0008518240404271389,0.6065224017067967,3281.0,-1673.1183100000176
-0.511087183698299,0.0008480824576595026,0.6064476885644768,3288.0,-1680.4546600000172
-0.507559037351961,0.0008467607904310554,0.6061342241117522,3293.0,-1671.391910000018
-0.5352862992126003,0.0008318728001733736,0.6053906723198061,3302.0,-1767.5153600000162
