Profit(0.3%) mean,return mean,Normal Close Rate,times,Profit(0.3%)
1.3077666666666545,-3.2269085743753235e-05,0.6666666666666666,6.0,7.846599999999928
1.3077666666666545,-3.2269085743753235e-05,0.6666666666666666,6.0,7.846599999999928
-0.5120666666666779,-0.001256322170565905,0.6666666666666666,12.0,-6.144800000000135
-0.42285869565218137,0.0004041819029509835,0.6086956521739131,23.0,-9.725750000000172
-1.5118257142857219,-0.0009136087965693911,0.6,35.0,-52.91390000000027
-1.178956097560982,-0.00039480198336332855,0.6341463414634146,41.0,-48.337200000000266
-1.1480202380952444,-0.00027176833581475706,0.6428571428571429,42.0,-48.216850000000264
-0.969030000000007,-0.00012956286076462007,0.6444444444444445,45.0,-43.60635000000032
-0.630202830188686,-0.0001758993301713543,0.6226415094339622,53.0,-33.40075000000036
-0.6438950000000061,-0.000462302294611116,0.625,56.0,-36.05812000000034
-0.5969429508196779,-0.00039121032251965537,0.6065573770491803,61.0,-36.41352000000035
-0.6553130769230826,-0.0004352028179196347,0.6,65.0,-42.595350000000366
-0.5721547297297372,-0.00021383543753833003,0.6081081081081081,74.0,-42.339450000000554
-0.5088610389610462,3.48850312049588e-05,0.6233766233766234,77.0,-39.18230000000055
-0.8588908536585441,-0.00040695597580143154,0.5975609756097561,82.0,-70.42905000000061
-0.8441689655172486,-0.0003004067996333672,0.6091954022988506,87.0,-73.44270000000063
-0.8083967032967104,-0.00029087430963078417,0.6043956043956044,91.0,-73.56410000000065
-0.7971678947368483,-0.0003442229232604696,0.6,95.0,-75.73095000000062
-0.8275841836734754,-0.0004901220399241607,0.5918367346938775,98.0,-81.10325000000059
-0.7980226000000059,-0.0003976195704490189,0.6,100.0,-79.80226000000057
-0.7980226000000059,-0.0003976195704490189,0.6,100.0,-79.80226000000057
-0.7817587500000057,-0.0004990187132769356,0.5961538461538461,104.0,-81.30291000000058
-0.784852924528307,-0.0004536272511122629,0.5849056603773585,106.0,-83.19441000000056
-0.7754700000000047,-0.0005240065156183629,0.5833333333333334,108.0,-83.75076000000051
-0.7635769090909139,-0.0004994793572326234,0.5818181818181818,110.0,-83.99346000000052
-0.7500505357142904,-0.0004932587379946532,0.5714285714285714,112.0,-84.00566000000053
-0.7687779646017746,-0.000543597958238662,0.5663716814159292,113.0,-86.87191000000054
-0.7510779130434827,-0.00046593771614038076,0.5739130434782609,115.0,-86.37396000000054
-0.7510779130434827,-0.00046593771614038076,0.5739130434782609,115.0,-86.37396000000054
-0.6997569230769289,-0.00040449774709720173,0.5726495726495726,117.0,-81.87156000000071
-0.6956597478991656,-0.00044029883163079054,0.5630252100840336,119.0,-82.78351000000073
-0.7010271666666728,-0.000505417249223077,0.5583333333333333,120.0,-84.12326000000074
-0.7050773553719069,-0.0005598636064529781,0.5537190082644629,121.0,-85.31436000000075
-0.6898853278688584,-0.0005202260392960771,0.5573770491803278,122.0,-84.16601000000075
-0.6808874796748027,-0.0004760741066573476,0.5609756097560976,123.0,-83.74916000000074
-0.6717041129032315,-0.0004330980389922253,0.5645161290322581,124.0,-83.29131000000073
-0.6717041129032315,-0.0004330980389922253,0.5645161290322581,124.0,-83.29131000000073
-0.6780076800000054,-0.00046933008599667046,0.56,125.0,-84.7509600000007
-0.6819742857142912,-0.0004963909378269552,0.5555555555555556,126.0,-85.92876000000072
-0.6819742857142912,-0.0004963909378269552,0.5555555555555556,126.0,-85.92876000000072
-0.8346122834645724,-0.00046024114662666465,0.5590551181102362,127.0,-105.99576000000073
-0.8530664843750057,-0.0005913528656377252,0.5546875,128.0,-109.19251000000074
-0.8530664843750057,-0.0005913528656377252,0.5546875,128.0,-109.19251000000074
-0.8530664843750057,-0.0005913528656377252,0.5546875,128.0,-109.19251000000074
-0.8557555038759747,-0.0006632982191338137,0.5503875968992248,129.0,-110.39246000000074
-0.8557555038759747,-0.0006632982191338137,0.5503875968992248,129.0,-110.39246000000074
